elapsed_s,temp,temp_ref
1086.0,-0.1015896290409728,0.0
1088.0,-0.10050526257691672,0.0
1090.0,-0.0995377435683622,0.0
1092.0,-0.09876746377995005,0.0
1094.0,-0.09825228814588627,0.0
1096.0,-0.09802227603358915,0.0
1098.0,-0.09807698040094692,0.0
1100.0,-0.09838638659857679,0.0
1102.0,-0.09889498034317512,0.0
1104.0,-0.09952848679677118,0.0
1106.0,-0.10020238284778316,0.0
1108.0,-0.10083100917108823,0.0
1110.0,-0.10133651837531943,0.0
1112.0,-0.1016565789032029,0.0
1114.0,-0.10175010079547064,0.0
1116.0,-0.1016005624042009,0.0
1118.0,-0.10121676285780268,0.0
1120.0,-0.10063348519179272,0.0
1122.0,-0.09990081965952413,0.0
1124.0,-0.09908100841130363,0.0
1126.0,-0.09824662382743554,0.0
1128.0,-0.09746988438564586,0.0
1130.0,-0.09681352397456067,0.0
1132.0,-0.09632601979683386,0.0
1134.0,-0.09603704378969269,0.0
1136.0,-0.09595486236503348,0.0
1138.0,-0.0960661091885413,0.0
1140.0,-0.09633786387712462,0.0
1142.0,-0.09672172745194985,0.0
1144.0,-0.09715948480152292,0.0
1146.0,-0.0975894823714043,0.0
1148.0,-0.09795310271874769,0.0
1150.0,-0.09820074360322906,0.0
1152.0,-0.09829641871328931,0.0
1154.0,-0.09822095398703823,0.0
1156.0,-0.09797331007575849,0.0
1158.0,-0.09756997138174484,0.0
1160.0,-0.09704276306001702,0.0
1162.0,-0.09643495063210139,0.0
1164.0,-0.09579656847199658,0.0
1166.0,-0.09517912616865942,0.0
1168.0,-0.09463027391029755,0.0
1170.0,-0.09418911234388361,0.0
1172.0,-0.09388246355956653,0.0
1174.0,-0.09372244965197751,0.0
1176.0,-0.09370571412728168,0.0
1178.0,-0.09381426384061342,0.0
1180.0,-0.09401789787079906,0.0
1182.0,-0.09427764967404073,0.0
1184.0,-0.0945502537288121,0.0
1186.0,-0.09479265312984353,0.0
1188.0,-0.09496650718938326,0.0
1190.0,-0.0950418720167363,0.0
1192.0,-0.09499992000201019,0.0
1194.0,-0.09483451559935929,0.0
1196.0,-0.09455226374120684,0.0
1198.0,-0.0941714332511765,0.0
1200.0,-0.09371969931089552,0.0
