event,kp,ki,kd,timestamp,run_id,decision_idx,decision_elapsed_s,applied_elapsed_s,source_changed
mpc_decision_109@1080.0s,1,813,1,1780493607.1111374,mpc_replay_1780492043_7b06cb38,109,1080.0,1081.9921033382416,True
mpc_decision_110@1090.0s,1,849,1,1780493617.1106431,mpc_replay_1780492043_7b06cb38,110,1090.0,1091.9834532737732,True
mpc_decision_111@1100.0s,1,835,1,1780493627.1113691,mpc_replay_1780492043_7b06cb38,111,1100.0,1101.9861288070679,True
mpc_decision_112@1110.0s,1,863,1,1780493637.1109946,mpc_replay_1780492043_7b06cb38,112,1110.0,1111.9927723407745,True
mpc_decision_113@1120.0s,1,847,1,1780493647.1111894,mpc_replay_1780492043_7b06cb38,113,1120.0,1121.9913930892944,True
mpc_decision_114@1130.0s,1,847,1,1780493657.1113086,mpc_replay_1780492043_7b06cb38,114,1130.0,1131.9885680675507,False
mpc_decision_115@1140.0s,1,860,1,1780493667.1108453,mpc_replay_1780492043_7b06cb38,115,1140.0,1141.9846823215485,True
mpc_decision_116@1150.0s,1,877,1,1780493677.11091,mpc_replay_1780492043_7b06cb38,116,1150.0,1151.9897158145905,True
mpc_decision_117@1160.0s,1,870,1,1780493687.111132,mpc_replay_1780492043_7b06cb38,117,1160.0,1161.9909346103668,True
mpc_decision_118@1170.0s,1,887,1,1780493697.1115265,mpc_replay_1780492043_7b06cb38,118,1170.0,1171.9821445941925,True
mpc_decision_119@1180.0s,1,881,1,1780493707.1114852,mpc_replay_1780492043_7b06cb38,119,1180.0,1181.9958333969116,True
mpc_decision_120@1190.0s,1,883,1,1780493717.1119308,mpc_replay_1780492043_7b06cb38,120,1190.0,1191.9896976947784,True
